Title	tv_movie	Episodes	Status	Start airing	End airing	Starting season	Broadcast time	Producers	Licensors	Studios	Sources	Genres	Duration	Rating	Score	Scored by	Members	Favorites	Description
Fate/stay night: Unlimited Blade Works	TV	12	Finished Airing	10/12/2014	12/28/2014	Fall	Sundays at 00:00 (JST)	Aniplex,Notes	Aniplex of America	ufotable	Visual novel	Action,Supernatural,Magic,Fantasy	28 min. per ep.	R	8.34	252124	413554	7776	"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prizeâ€”the Holy Grail, a magical artifact capable of granting its wielder any wish.

One of Rin's classmates, Emiya Shirou, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War. 

[Written by MAL Rewrite]"
Gin no Saji 2nd Season	TV	11	Finished Airing	1/10/2014	3/28/2014	Winter	Fridays at 00:50 (JST)	Aniplex,Dentsu,Fuji TV,Kyoraku Industrial Holdings	Aniplex of America	A-1 Pictures	Manga	Comedy,School,Shounen,Slice of Life	24 min. per ep.	PG-13	8.34	53951	86839	439	"As the new semester begins at Ooezo Agricultural High School, Hachiken is now used to the tough lifestyle of a rural, agricultural high school. While Hachiken still wonders what he will do in the future, he continues to discover both the harsh and the beautiful realities of the countryside.

(Source: ANN)"
Hachimitsu to Clover II	TV	12	Finished Airing	6/30/2006	9/15/2006	Summer	Fridays at 00:45 (JST)	Genco,Fuji TV,Sony Music Entertainment,Shueisha	Viz Media	J.C.Staff	Manga	Drama,Josei,Romance,Slice of Life	23 min. per ep.	PG-13	8.34	38246	71305	857	"The sequel and final installment to the highly popular series once again delves into the life stories and love lives of Takemoto Yuuta, Mayama Takumi and Morita Shinobu. The story continues where the first season left off, after Takemoto's self-discovery journey around Japan. Of course, the love triangles and tribulations they face will continue, and eventually decide the paths to their future.

(Source: ANN)"
K-On! Movie	Movie	1	Finished Airing	12/3/2011	-	-	-	Pony Canyon,Animation Do	Sentai Filmworks	Kyoto Animation	4-koma manga	Music,Slice of Life,Comedy	1 hr. 50 min.	PG-13	8.34	87990	149580	1203	"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubaiâ€”many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure!

Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.

[Written by MAL Rewrite]"
Kuroshitsuji: Book of Circus	TV	10	Finished Airing	7/11/2014	9/12/2014	Summer	Fridays at 02:19 (JST)	Aniplex,Square Enix,Mainichi Broadcasting System,Movic,DeNA	Funimation	A-1 Pictures	Manga	Comedy,Demons,Fantasy,Historical,Shounen,Supernatural	24 min. per ep.	R	8.34	91529	175650	2470	"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts don't come without a price. Children have mysteriously gone missing around London, correlating to that of the groups' movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive, and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children.

Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core.

[Written by MAL Rewrite]"
Ookami to Koushinryou	TV	13	Finished Airing	1/9/2008	3/26/2008	Winter	Wednesdays at 01:30 (JST)	Victor Entertainment,Pony Canyon,Movic,Kadokawa Pictures Japan	Funimation,Kadokawa Pictures USA	Imagin	Light novel	Adventure,Fantasy,Historical,Romance	24 min. per ep.	PG-13	8.34	224395	437422	13099	"Holo is a powerful wolf deity who is celebrated and revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient, Holo, who stylizes herself as the ""Wise Wolf of Yoitsu,"" has been reduced to a mere folk tale. When a traveling merchant named Kraft Lawrence stops at Pasloe, Holo offers to become his business partner if he eventually takes her to her northern home of Yoitsu. The savvy trader recognizes Holo's unusual ability to evaluate a person's character and accepts her proposition. Now in the possession of both sharp business skills and a charismatic negotiator, Lawrence inches closer to his goal of opening his own shop. However, as Lawrence travels the countryside with Holo in search of economic opportunities, he begins to realize that his aspirations are slowly morphing into something unexpected.

Based on the popular light novel of the same name, Ookami to Koushinryou, also known as Spice and Wolf, fuses the two polar genres of economics and romance to create an enthralling story abundant with elaborate schemes, sharp humor, and witty dialogue. Ookami to Koushinryou is more than just a story of bartering; it turns into a journey of searching for a lost identity in an ever-changing world.

[Written by MAL Rewrite]"
Ouran Koukou Host Club	TV	26	Finished Airing	4/5/2006	9/27/2006	Spring	Wednesdays at 00:50 (JST)	VAP,Hakusensha,Nippon Television Network	Funimation	Bones	Manga	Comedy,Harem,Romance,School,Shoujo	23 min. per ep.	PG-13	8.34	332239	533592	23968	"Haruhi Fujioka is a bright scholarship candidate with no rank or title to speak ofâ€”a rare species at Ouran High School, an elite academy for students of high pedigree. When she opens the door to Music Room #3 hoping to find a quiet place to study, Haruhi unexpectedly stumbles upon the Host Club. Led by the princely Tamaki, the clubâ€”whose other members include the ""Shadow King"" Kyouya, the mischievous Hitachiin twins, and the childlike Haninozuka ""Honey"" and his strong protector Moriâ€”is where handsome boys with too much time on their hands entertain the girls in the academy.

In a frantic attempt to remove herself from the hosts, Haruhi ends up breaking a vase worth eight million yen and is forced into becoming the eccentric group's general errand boy to repay her enormous debt. However, thanks to her convincingly masculine appearance, her naturally genial disposition toward girls, and fascinating commoner status, she is soon promoted to full-time male host and plunged headlong into a glitzy whirlwind of elaborate cosplays, rich food, and exciting shenanigans that only the immensely wealthy Ouran Host Club can pull off.

[Written by MAL Rewrite]"
Gintama: Shinyaku Benizakura-hen	Special	1	Finished Airing	12/15/2010	-	-	-	-	-	Sunrise	Manga	Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen	11 min.	PG-13	8.33	8553	19678	35	"According to Tsutaya Online, the DVD of Gintama: Shinyaku Benizakura-hen will be released on December 15th. A new special will be bundled with the limited edition.


It's the running gag of Ben Johnson episode where animation staff reuse the New Years footage; Yorozuya would sit around the kotatsu eating a bowl of tangerines. They discuss elaborate subjects, Shinpachi complains about reusing animation footage, and then Gin-chan always ending the gag with a pointless announcement."
Mahoutsukai no Yome	TV	24	Finished Airing	10/8/2017	3/25/2018	Fall	Sundays at 01:30 (JST)	Production I.G,Shochiku,flying DOG,Mag Garden	Funimation	Wit Studio	Manga	Slice of Life,Fantasy,Magic,Shounen	24 min. per ep.	PG-13	8.33	87162	318438	4020	"Chise Hatori, a 15-year-old Japanese girl, was sold for five million pounds at an auction to a tall masked gentleman. Abandoned at a young age and ridiculed by her peers for her unconventional behavior, she was ready to give herself to any buyer if it meant having a place to go home to. In chains and on her way to an unknown fate, she hears whispers from robed men along her path, gossiping and complaining that such a buyer got his hands on a rare ""Sleigh Beggy.""

Ignoring the murmurs, the mysterious man leads the girl to a study, where he reveals himself to be Elias Ainsworthâ€”a magus. After a brief confrontation and a bit of teleportation magic, the two open their eyes to Elias' picturesque cottage in rural England. Greeted by fairies and surrounded by weird and wonderful beings upon her arrival, these events mark the beginning of Chise's story as the apprentice and supposed bride of the ancient magus.

[Written by MAL Rewrite]"
Major: Message	OVA	1	Finished Airing	12/17/2010	-	-	-	-	-	SynergySP	Manga	Comedy,Drama,Sports	24 min.	PG-13	8.33	9964	16492	43	"Thirteen years have passed. Following an injury that put Gorou's career as a pitcher into a standstill, he prepares to restart his baseball career as a fielder. His family struggles with his decisions, especially his daughter Izumi, who doesn't know enough about her father to understand why he is so absent from their lives. Gorou will stop at nothing until he's in the game once again; everything is now for the sake of the only gift he has to offer his children: Baseball. 
"
One Piece Film: Strong World	Movie	1	Finished Airing	12/12/2009	-	-	-	-	Funimation	Toei Animation	Manga	Action,Adventure,Comedy,Drama,Fantasy,Shounen	1 hr. 55 min.	PG-13	8.33	73075	113338	360	"Upon hearing news that islands in East Blue are being destroyed, Monkey D. Luffy and his crew go to investigate. On their way, however, an outlandish pirate ship appears out of the sky, helmed by the infamous pirate Shiki ""the Golden Lion""â€”a man who ate the Float-Float Fruit and the first ever prisoner to escape from Impel Down. In his quest to defeat the World Government, Shiki kidnaps Nami to be his own navigator and sends the rest of the Straw Hat Pirates to his floating islands as hostages, leaving her in a dilemma. Separated in a land under Shiki's absolute control, Luffy and his crew must survive the mystifying terrain in order to bring back their navigator and friend.

[Written by MAL Rewrite]"
Sakurasou no Pet na Kanojo	TV	24	Finished Airing	10/9/2012	3/26/2013	Fall	-	Genco,Media Factory,ASCII Media Works	Sentai Filmworks	J.C.Staff	Light novel	Comedy,Drama,Romance,School,Slice of Life	23 min. per ep.	PG-13	8.33	312880	546545	17918	"When abandoned kittens and his good conscience force second year Sorata Kanda to move into Suimei High Schoolâ€™s infamous Sakura Hall, the satellite dorm and its eccentric, misfit residents turn his life upside down. The decidedly average Sorata finds it difficult to fit in with the bizarre collection of dorm residents like Misaki, an energetic animator; Jin, a playwright playboy; Ryuunosuke, a reclusive programmer; and Chihiro, the dorm manager, art teacher, and party girl.

Sorata's friend Nanami, a second year student and aspiring voice actress, pushes him to find new owners for the many cats so that he can quickly move back into the regular dorms. However, his desire to escape Sakura Hall wavers when the pet-like and infantile second year Mashiro Shiina, a world-class artistic savant looking to become a mangaka, transfers in during the spring trimester and quickly latches onto him.

Supported by each other's quirks, Sorata and Mashiro come out of their shells and trigger change in the lives of those around them. Based on the light novel series of the same name, Sakurasou no Pet na Kanojo explores the fine threads connecting talent, hard work, romance, and friendship with its ensemble cast.

[Written by MAL Rewrite]"
